CVE;advisory name;advisory URL;exploit type (local/remote)
CVE-2014-2994;Acunetix 8 Scanner Buffer Overflow;https://packetstormsecurity.com/files/126307/Acunetix-8-Scanner-Buffer-Overflow.html;unknown
CVE-2014-3004;Castor Library XXE Disclosure;https://packetstormsecurity.com/files/126854/Castor-Library-XXE-Disclosure.html;unknown
CVE-2014-3080;IBM 1754 GCM KVM Code Execution File Read XSS;https://packetstormsecurity.com/files/127543/IBM-1754-GCM-KVM-Code-Execution-File-Read-XSS.html;unknown
CVE-2014-3081;IBM 1754 GCM KVM Code Execution File Read XSS;https://packetstormsecurity.com/files/127543/IBM-1754-GCM-KVM-Code-Execution-File-Read-XSS.html;unknown
CVE-2014-3088;IBM Sametime Meet Server 8.5 Arbitrary File Upload;https://packetstormsecurity.com/files/127829/IBM-Sametime-Meet-Server-8.5-Arbitrary-File-Upload.html;remote
CVE-2014-3100;Android KeyStore Stack Buffer Overflow;https://packetstormsecurity.com/files/127185/Android-KeyStore-Stack-Buffer-Overflow.html;unknown
CVE-2014-3110;Honeywell XL Web Controller Cross Site Scripting SQL Injection;https://packetstormsecurity.com/files/147863/Honeywell-XL-Web-Controller-Cross-Site-Scripting-SQL-Injection.html;remote
CVE-2014-3111;Fog Imaging System 0.32 Cross Site Scripting;https://packetstormsecurity.com/files/126608/Fog-Imaging-System-0.32-Cross-Site-Scripting.html;unknown
CVE-2014-3119;web2Project 3.1 SQL Injection;https://packetstormsecurity.com/files/127151/web2Project-3.1-SQL-Injection.html;remote
CVE-2014-3120;Elastic Search 1.1.1 Arbitrary File Read;https://packetstormsecurity.com/files/127689/Elastic-Search-1.1.1-Arbitrary-File-Read.html;remote
CVE-2014-3120;Elastic Search File Read Append;https://packetstormsecurity.com/files/126609/Elastic-Search-File-Read-Append.html;remote
CVE-2014-3136;D Link DWR 113 Cross Site Request Forgery;https://packetstormsecurity.com/files/127686/D-Link-DWR-113-Cross-Site-Request-Forgery.html;DoS
CVE-2014-3148;OKCupid Cross Site Scripting;https://packetstormsecurity.com/files/128338/OKCupid-Cross-Site-Scripting.html;unknown
CVE-2014-3151;K Lite CODEC 9.x Memory Corruption;https://packetstormsecurity.com/files/126474/K-Lite-CODEC-9.x-Memory-Corruption.html;unknown
CVE-2014-3210;WordPress Booking System SQL Injection;https://packetstormsecurity.com/files/126762/WordPress-Booking-System-SQL-Injection.html;remote
CVE-2014-3212;KM Player 3.8.0.123 Stack Buffer Overflow;https://packetstormsecurity.com/files/126469/KM-Player-3.8.0.123-Stack-Buffer-Overflow.html;unknown
CVE-2014-3216;GOM Player 2.2.57.5189 Memory Corruption;https://packetstormsecurity.com/files/126548/GOM-Player-2.2.57.5189-Memory-Corruption.html;unknown
CVE-2014-3225;Cobbler 2.6.0 Arbitrary File Read;https://packetstormsecurity.com/files/126607/Cobbler-2.6.0-Arbitrary-File-Read.html;unknown
CVE-2014-3246;Collabtive 1.12 SQL Injection;https://packetstormsecurity.com/files/126554/Collabtive-1.12-SQL-Injection.html;remote
CVE-2014-3414;Sharetronix 3.3 Cross Site Request Forgery SQL Injection;https://packetstormsecurity.com/files/126859/Sharetronix-3.3-Cross-Site-Request-Forgery-SQL-Injection.html;remote
CVE-2014-3415;Sharetronix 3.3 Cross Site Request Forgery SQL Injection;https://packetstormsecurity.com/files/126859/Sharetronix-3.3-Cross-Site-Request-Forgery-SQL-Injection.html;remote
CVE-2014-3418;Infoblox 6.8.4.x OS Command Injection;https://packetstormsecurity.com/files/127409/Infoblox-6.8.4.x-OS-Command-Injection.html;remote
CVE-2014-3419;Infoblox 6.8.4.x Weak MySQL Password;https://packetstormsecurity.com/files/127410/Infoblox-6.8.4.x-Weak-MySQL-Password.html;unknown
CVE-2014-3427;Yealink VoIP Phones XSS CRLF Injection;https://packetstormsecurity.com/files/127081/Yealink-VoIP-Phones-XSS-CRLF-Injection.html;unknown
CVE-2014-3428;Yealink VoIP Phones XSS CRLF Injection;https://packetstormsecurity.com/files/127081/Yealink-VoIP-Phones-XSS-CRLF-Injection.html;unknown
CVE-2014-3434;Symantec Endpoint Protection 11.x 12.x Kernel Pool Overflow;https://packetstormsecurity.com/files/127772/Symantec-Endpoint-Protection-11.x-12.x-Kernel-Pool-Overflow.html;unknown
CVE-2014-3437;Symantec Endpoint Protection 12.1.4023.4080 XXE XSS Arbitrary File Write;https://packetstormsecurity.com/files/129000/Symantec-Endpoint-Protection-12.1.4023.4080-XXE-XSS-Arbitrary-File-Write.html;unknown
CVE-2014-3438;Symantec Endpoint Protection 12.1.4023.4080 XXE XSS Arbitrary File Write;https://packetstormsecurity.com/files/129000/Symantec-Endpoint-Protection-12.1.4023.4080-XXE-XSS-Arbitrary-File-Write.html;unknown
CVE-2014-3439;Symantec Endpoint Protection 12.1.4023.4080 XXE XSS Arbitrary File Write;https://packetstormsecurity.com/files/129000/Symantec-Endpoint-Protection-12.1.4023.4080-XXE-XSS-Arbitrary-File-Write.html;unknown
CVE-2014-3441;VLC Player 2.1.3 Memory Corruption;https://packetstormsecurity.com/files/126564/VLC-Player-2.1.3-Memory-Corruption.html;unknown
CVE-2014-3442;WinAMP 5.666 Memory Corruption;https://packetstormsecurity.com/files/126636/WinAMP-5.666-Memory-Corruption.html;unknown
CVE-2014-3443;Jet Audio 8.1.1 Memory Corruption;https://packetstormsecurity.com/files/126565/Jet-Audio-8.1.1-Memory-Corruption.html;unknown
CVE-2014-3444;Realplayer 16.0.3.51 Memory Corruption;https://packetstormsecurity.com/files/126637/Realplayer-16.0.3.51-Memory-Corruption.html;unknown
CVE-2014-3445;HandsomeWeb SOS Webpages 1.1.11 Backup Hash Disclosure;https://packetstormsecurity.com/files/126844/HandsomeWeb-SOS-Webpages-1.1.11-Backup-Hash-Disclosure.html;unknown
CVE-2014-3446;BSS Continuity CMS 4.2.22640.0 SQL Injection;https://packetstormsecurity.com/files/126742/BSS-Continuity-CMS-4.2.22640.0-SQL-Injection.html;remote
CVE-2014-3448;BSS Continuity CMS 4.2.22640.0 Code Execution;https://packetstormsecurity.com/files/126740/BSS-Continuity-CMS-4.2.22640.0-Code-Execution.html;remote
CVE-2014-3449;BSS Continuity CMS 4.2.22640.0 Authentication Bypass;https://packetstormsecurity.com/files/126739/BSS-Continuity-CMS-4.2.22640.0-Authentication-Bypass.html;unknown
CVE-2014-3544;Moodle 2.7 Cross Site Scripting;https://packetstormsecurity.com/files/127624/Moodle-2.7-Cross-Site-Scripting.html;unknown
CVE-2014-3631;Linux CVE 2014 3631 Proof Of Concept;https://packetstormsecurity.com/files/130591/Linux-CVE-2014-3631-Proof-Of-Concept.html;local/DoS
CVE-2014-3671;DNS Reverse Lookup Shellshock;https://packetstormsecurity.com/files/128650/DNS-Reverse-Lookup-Shellshock.html;unknown
CVE-2014-3704;Drupal 7.X SQL Injection;https://packetstormsecurity.com/files/128720/Drupal-7.X-SQL-Injection.html;remote
CVE-2014-3704;Drupal 7.x SQL Injection;https://packetstormsecurity.com/files/128744/Drupal-7.x-SQL-Injection.html;remote
CVE-2014-3704;Drupal Core 7.32 SQL Injection;https://packetstormsecurity.com/files/128738/Drupal-Core-7.32-SQL-Injection.html;remote
CVE-2014-3718;Aleph 500 Cross Site Scripting;https://packetstormsecurity.com/files/126654/Aleph-500-Cross-Site-Scripting.html;unknown
CVE-2014-3719;Aleph 500 SQL Injection;https://packetstormsecurity.com/files/126635/Aleph-500-SQL-Injection.html;remote
CVE-2014-3735;Intel Ideo Video 4.5 Memory Corruption;https://packetstormsecurity.com/files/126640/Intel-Ideo-Video-4.5-Memory-Corruption.html;unknown
CVE-2014-3736;Allplayer 5.9 Memory Corruption;https://packetstormsecurity.com/files/126638/Allplayer-5.9-Memory-Corruption.html;unknown
CVE-2014-3738;Zenoss Monitoring System 4.2.5 2108 Cross Site Scripting;https://packetstormsecurity.com/files/127623/Zenoss-Monitoring-System-4.2.5-2108-Cross-Site-Scripting.html;unknown
CVE-2014-3740;SpiceWorks IT Ticketing System Cross Site Scripting;https://packetstormsecurity.com/files/126994/SpiceWorks-IT-Ticketing-System-Cross-Site-Scripting.html;unknown
CVE-2014-3749;Construtiva CIS Manager SQL Injection;https://packetstormsecurity.com/files/126659/Construtiva-CIS-Manager-SQL-Injection.html;remote
CVE-2014-3777;Reportico Admin Credential Leak;https://packetstormsecurity.com/files/127280/Reportico-Admin-Credential-Leak.html;unknown
CVE-2014-3778;Motorola SBG901 Wireless Modem Cross Site Request Forgery;https://packetstormsecurity.com/files/127141/Motorola-SBG901-Wireless-Modem-Cross-Site-Request-Forgery.html;unknown
CVE-2014-3779;ADSelfservice Plus 5.1 Cross Site Scripting;https://packetstormsecurity.com/files/129803/ADSelfservice-Plus-5.1-Cross-Site-Scripting.html;unknown
CVE-2014-3781;Dotclear 2.6.2 Authentication Bypass;https://packetstormsecurity.com/files/126766/Dotclear-2.6.2-Authentication-Bypass.html;unknown
CVE-2014-3782;Dotclear 2.6.2 Arbitrary File Upload;https://packetstormsecurity.com/files/126767/Dotclear-2.6.2-Arbitrary-File-Upload.html;remote
CVE-2014-3783;Dotclear 2.6.2 SQL Injection;https://packetstormsecurity.com/files/126768/Dotclear-2.6.2-SQL-Injection.html;remote
CVE-2014-3786;Pixie CMS 1.04 Cross Site Scripting;https://packetstormsecurity.com/files/126870/Pixie-CMS-1.04-Cross-Site-Scripting.html;unknown
CVE-2014-3809;1830 Photonic Service Switch PSS 32 16 4 Cross Site Scripting;https://packetstormsecurity.com/files/129337/1830-Photonic-Service-Switch-PSS-32-16-4-Cross-Site-Scripting.html;unknown
CVE-2014-3810;Dolphin 7.1.4 SQL Injection;https://packetstormsecurity.com/files/127148/Dolphin-7.1.4-SQL-Injection.html;remote
CVE-2014-3821;Juniper JunOS 9.x Cross Site Scripting;https://packetstormsecurity.com/files/122532/Juniper-JunOS-9.x-Cross-Site-Scripting.html;unknown
CVE-2014-3828;Centreon SQL Injection Command Injection;https://packetstormsecurity.com/files/128740/Centreon-SQL-Injection-Command-Injection.html;remote
CVE-2014-3829;Centreon SQL Injection Command Injection;https://packetstormsecurity.com/files/128740/Centreon-SQL-Injection-Command-Injection.html;remote
CVE-2014-3830;TomatoCart 1.x Cross Site Scripting SQL Injection;https://packetstormsecurity.com/files/127785/TomatoCart-1.x-Cross-Site-Scripting-SQL-Injection.html;remote
CVE-2014-3850;WordPress Member Approval Cross Site Request Forgery;https://packetstormsecurity.com/files/127024/WordPress-Member-Approval-Cross-Site-Request-Forgery.html;unknown
CVE-2014-3857;Kerio Control 8.3.1 Blind SQL Injection;https://packetstormsecurity.com/files/127320/Kerio-Control-8.3.1-Blind-SQL-Injection.html;remote
CVE-2014-3860;Xilisoft Video Converter Ultimate 7.8.1 build 20140505 DLL Hijacking;https://packetstormsecurity.com/files/126882/Xilisoft-Video-Converter-Ultimate-7.8.1-build-20140505-DLL-Hijacking.html;unknown
CVE-2014-3868;ZeusCart 4.x Remote SQL Injection;https://packetstormsecurity.com/files/127196/ZeusCart-4.x-Remote-SQL-Injection.html;remote
CVE-2014-3875;F EX 20140313 1 HTTP Response Splitting Cross Site Scripting;https://packetstormsecurity.com/files/126906/F-EX-20140313-1-HTTP-Response-Splitting-Cross-Site-Scripting.html;unknown
CVE-2014-3876;F EX 20140313 1 HTTP Response Splitting Cross Site Scripting;https://packetstormsecurity.com/files/126906/F-EX-20140313-1-HTTP-Response-Splitting-Cross-Site-Scripting.html;unknown
CVE-2014-3877;F EX 20140313 1 HTTP Response Splitting Cross Site Scripting;https://packetstormsecurity.com/files/126906/F-EX-20140313-1-HTTP-Response-Splitting-Cross-Site-Scripting.html;unknown
CVE-2014-3878;IPSwitch IMail 12.4 Cross Site Scripting;https://packetstormsecurity.com/files/126948/IPSwitch-IMail-12.4-Cross-Site-Scripting.html;unknown
CVE-2014-3920;Kanboard 1.0.5 Cross Site Request Forgery;https://packetstormsecurity.com/files/127332/Kanboard-1.0.5-Cross-Site-Request-Forgery.html;unknown
CVE-2014-3977;IBM AIX 6.1.8 Privilege Escalation;https://packetstormsecurity.com/files/127067/IBM-AIX-6.1.8-Privilege-Escalation.html;local
CVE-2014-3978;TomatoCart 1.x Cross Site Scripting SQL Injection;https://packetstormsecurity.com/files/127785/TomatoCart-1.x-Cross-Site-Scripting-SQL-Injection.html;remote
CVE-2014-3990;OpenCart 1.5.6.4 PHP Object Injection;https://packetstormsecurity.com/files/127460/OpenCart-1.5.6.4-PHP-Object-Injection.html;unknown
CVE-2014-3992;Dolibarr CMS 3.5.3 SQL Injection Cross Site Scripting;https://packetstormsecurity.com/files/127389/Dolibarr-CMS-3.5.3-SQL-Injection-Cross-Site-Scripting.html;remote
CVE-2014-3996;ManageEngine Desktop Central Password Manager Pro IT360 SQL Injection;https://packetstormsecurity.com/files/127942/ManageEngine-Desktop-Central-Password-Manager-Pro-IT360-SQL-Injection.html;remote
CVE-2014-3997;ManageEngine Desktop Central Password Manager Pro IT360 SQL Injection;https://packetstormsecurity.com/files/127942/ManageEngine-Desktop-Central-Password-Manager-Pro-IT360-SQL-Injection.html;remote
CVE-2014-4014;Linux Kernel 3.13 Local Privilege Escalation;https://packetstormsecurity.com/files/137628/Linux-Kernel-3.13-Local-Privilege-Escalation.html;local
CVE-2014-4018;ZTE WXV10 W300 Disclosure CSRF Default;https://packetstormsecurity.com/files/127129/ZTE-WXV10-W300-Disclosure-CSRF-Default.html;DoS
CVE-2014-4019;ZTE WXV10 W300 Disclosure CSRF Default;https://packetstormsecurity.com/files/127129/ZTE-WXV10-W300-Disclosure-CSRF-Default.html;DoS
CVE-2014-4023;F5 BIG IP 11.5.1 Cross Site Scripting;https://packetstormsecurity.com/files/128034/F5-BIG-IP-11.5.1-Cross-Site-Scripting.html;unknown
CVE-2014-4035;BSI Advance Hotel Booking System 2.0 Cross Site Scripting;https://packetstormsecurity.com/files/154024/BSI-Advance-Hotel-Booking-System-2.0-Cross-Site-Scripting.html;unknown
CVE-2014-4076;Microsoft Windows Server 2003 SP2 Arbitrary Write Privilege Escalation;https://packetstormsecurity.com/files/130159/Microsoft-Windows-Server-2003-SP2-Arbitrary-Write-Privilege-Escalation.html;unknown
CVE-2014-4113;Windows 8.0 8.1 x64 TrackPopupMenu Privilege Escalation;https://packetstormsecurity.com/files/131964/Windows-8.0-8.1-x64-TrackPopupMenu-Privilege-Escalation.html;unknown
CVE-2014-4114;Windows OLE Package Manager SandWorm Exploit;https://packetstormsecurity.com/files/128772/Windows-OLE-Package-Manager-SandWorm-Exploit.html;unknown
CVE-2014-4149;ExploitRemotingService .NET Tool;https://packetstormsecurity.com/files/129165/ExploitRemotingService-.NET-Tool.html;unknown
CVE-2014-4154;ZTE WXV10 W300 Disclosure CSRF Default;https://packetstormsecurity.com/files/127129/ZTE-WXV10-W300-Disclosure-CSRF-Default.html;DoS
CVE-2014-4155;ZTE WXV10 W300 Disclosure CSRF Default;https://packetstormsecurity.com/files/127129/ZTE-WXV10-W300-Disclosure-CSRF-Default.html;DoS
CVE-2014-4158;Senkas Kolibri WebServer 2.0 Buffer Overflow;https://packetstormsecurity.com/files/127912/Senkas-Kolibri-WebServer-2.0-Buffer-Overflow.html;remote
CVE-2014-4170;Free Reprintables ArticleFR 11.06.2014 Improper Access Control;https://packetstormsecurity.com/files/127701/Free-Reprintables-ArticleFR-11.06.2014-Improper-Access-Control.html;unknown
CVE-2014-4194;ZeroCMS 1.0 SQL Injection;https://packetstormsecurity.com/files/127164/ZeroCMS-1.0-SQL-Injection.html;remote
CVE-2014-4195;ZeroCMS 1.0 Cross Site Scripting;https://packetstormsecurity.com/files/127262/ZeroCMS-1.0-Cross-Site-Scripting.html;unknown
CVE-2014-4199;vm support 0.88 File Overwrite Information Disclosure;https://packetstormsecurity.com/files/128006/vm-support-0.88-File-Overwrite-Information-Disclosure.html;unknown
CVE-2014-4200;vm support 0.88 File Overwrite Information Disclosure;https://packetstormsecurity.com/files/128006/vm-support-0.88-File-Overwrite-Information-Disclosure.html;unknown
CVE-2014-4311;Epicor Password Disclosure Cross Site Scripting;https://packetstormsecurity.com/files/128511/Epicor-Password-Disclosure-Cross-Site-Scripting.html;unknown
CVE-2014-4312;Epicor Password Disclosure Cross Site Scripting;https://packetstormsecurity.com/files/128511/Epicor-Password-Disclosure-Cross-Site-Scripting.html;unknown
CVE-2014-4322;Android CVE 2014 7911 CVE 2014 4322 Local Exploit;https://packetstormsecurity.com/files/130112/Android-CVE-2014-7911-CVE-2014-4322-Local-Exploit.html;local
CVE-2014-4329;Ntop NG 1.1 Cross Site Scripting;https://packetstormsecurity.com/files/127329/Ntop-NG-1.1-Cross-Site-Scripting.html;unknown
CVE-2014-4330;Perl 5.20.1 Deep Recursion Stack Overflow;https://packetstormsecurity.com/files/128422/Perl-5.20.1-Deep-Recursion-Stack-Overflow.html;unknown
CVE-2014-4331;OctavoCMS Cross Site Scripting;https://packetstormsecurity.com/files/127404/OctavoCMS-Cross-Site-Scripting.html;unknown
CVE-2014-4346;Citrix Netscaler Disclosure Cross Site Scripting;https://packetstormsecurity.com/files/127496/Citrix-Netscaler-Disclosure-Cross-Site-Scripting.html;unknown
CVE-2014-4347;Citrix Netscaler Disclosure Cross Site Scripting;https://packetstormsecurity.com/files/127496/Citrix-Netscaler-Disclosure-Cross-Site-Scripting.html;unknown
CVE-2014-4433;Mac OS X 10.11 FTS Buffer Overflow;https://packetstormsecurity.com/files/134710/Mac-OS-X-10.11-FTS-Buffer-Overflow.html;unknown
CVE-2014-4433;MacOS X 10.11 FTS Buffer Overflow;https://packetstormsecurity.com/files/134090/MacOS-X-10.11-FTS-Buffer-Overflow.html;unknown
CVE-2014-4433;MacOS X 10.11 Hardlink Resource Exhaustion;https://packetstormsecurity.com/files/134091/MacOS-X-10.11-Hardlink-Resource-Exhaustion.html;DoS
CVE-2014-4434;Mac OS X 10.11 FTS Buffer Overflow;https://packetstormsecurity.com/files/134710/Mac-OS-X-10.11-FTS-Buffer-Overflow.html;unknown
CVE-2014-4434;MacOS X 10.11 FTS Buffer Overflow;https://packetstormsecurity.com/files/134090/MacOS-X-10.11-FTS-Buffer-Overflow.html;unknown
CVE-2014-4434;MacOS X 10.11 Hardlink Resource Exhaustion;https://packetstormsecurity.com/files/134091/MacOS-X-10.11-Hardlink-Resource-Exhaustion.html;DoS
CVE-2014-4492;Mac OS X Networkd XPC Type Confusion Sandbox Escape;https://packetstormsecurity.com/files/134393/Mac-OS-X-Networkd-XPC-Type-Confusion-Sandbox-Escape.html;unknown
CVE-2014-4511;Gitlist 0.4.0 Remote Code Execution;https://packetstormsecurity.com/files/127281/Gitlist-0.4.0-Remote-Code-Execution.html;remote
CVE-2014-4622;EMC Documentum Content Server Privilege Escalation;https://packetstormsecurity.com/files/133143/EMC-Documentum-Content-Server-Privilege-Escalation.html;unknown
CVE-2014-4626;EMC Documentum Content Server ESA 2014 105 Fail;https://packetstormsecurity.com/files/132536/EMC-Documentum-Content-Server-ESA-2014-105-Fail.html;unknown
CVE-2014-4644;Cacti Superlinks 1.4 2 Code Execution LFI SQL Injection;https://packetstormsecurity.com/files/129671/Cacti-Superlinks-1.4-2-Code-Execution-LFI-SQL-Injection.html;remote/local
CVE-2014-4650;Python CGIHTTPServer File Disclosure Code Execution;https://packetstormsecurity.com/files/127241/Python-CGIHTTPServer-File-Disclosure-Code-Execution.html;unknown
CVE-2014-4688;pfSense 2.1.3 status_rrd_graph_img.php Command Injection;https://packetstormsecurity.com/files/145909/pfSense-2.1.3-status_rrd_graph_img.php-Command-Injection.html;unknown
CVE-2014-4699;Linux Kernel ptrace sysret Local Privilege Escalation;https://packetstormsecurity.com/files/127573/Linux-Kernel-ptrace-sysret-Local-Privilege-Escalation.html;local
CVE-2014-4710;ZeroCMS 1.0 Cross Site Scripting;https://packetstormsecurity.com/files/127634/ZeroCMS-1.0-Cross-Site-Scripting.html;unknown
CVE-2014-4727;TP LINK WDR4300 XSS Denial Of Service;https://packetstormsecurity.com/files/128343/TP-LINK-WDR4300-XSS-Denial-Of-Service.html;DoS
CVE-2014-4728;TP LINK WDR4300 XSS Denial Of Service;https://packetstormsecurity.com/files/128343/TP-LINK-WDR4300-XSS-Denial-Of-Service.html;DoS
CVE-2014-4734;e107 2.0 alpha2 Cross Site Scripting;https://packetstormsecurity.com/files/127499/e107-2.0-alpha2-Cross-Site-Scripting.html;unknown
CVE-2014-4735;MyWebSQL 3.4 Cross Site Scripting;https://packetstormsecurity.com/files/128140/MyWebSQL-3.4-Cross-Site-Scripting.html;unknown
CVE-2014-4736;E2 2844 SQL Injection;https://packetstormsecurity.com/files/127594/E2-2844-SQL-Injection.html;remote
CVE-2014-4737;Textpattern 4.5.5 Cross Site Scripting;https://packetstormsecurity.com/files/128519/Textpattern-4.5.5-Cross-Site-Scripting.html;unknown
CVE-2014-4747;IBM Sametime Meet Server 8.5 Password Disclosure;https://packetstormsecurity.com/files/127830/IBM-Sametime-Meet-Server-8.5-Password-Disclosure.html;unknown
CVE-2014-4748;IBM Sametime Meet Server 8.5 Cross Site Scripting;https://packetstormsecurity.com/files/127831/IBM-Sametime-Meet-Server-8.5-Cross-Site-Scripting.html;unknown
CVE-2014-4864;Netgear GS105Ev2 Authentication Bypass XSS CSRF;https://packetstormsecurity.com/files/135480/Netgear-GS105Ev2-Authentication-Bypass-XSS-CSRF.html;unknown
CVE-2014-4872;BMC Track it Remote Code Execution SQL Injection;https://packetstormsecurity.com/files/128594/BMC-Track-it-Remote-Code-Execution-SQL-Injection.html;remote
CVE-2014-4873;BMC Track it Remote Code Execution SQL Injection;https://packetstormsecurity.com/files/128594/BMC-Track-it-Remote-Code-Execution-SQL-Injection.html;remote
CVE-2014-4874;BMC Track it Remote Code Execution SQL Injection;https://packetstormsecurity.com/files/128594/BMC-Track-it-Remote-Code-Execution-SQL-Injection.html;remote
CVE-2014-4925;Good For Enterprise Android HTML Injection;https://packetstormsecurity.com/files/129864/Good-For-Enterprise-Android-HTML-Injection.html;remote
CVE-2014-4927;ACME micro_httpd Denial Of Service;https://packetstormsecurity.com/files/127544/ACME-micro_httpd-Denial-Of-Service.html;DoS
CVE-2014-4943;Linux CVE 2014 4943 Proof Of Concept;https://packetstormsecurity.com/files/130592/Linux-CVE-2014-4943-Proof-Of-Concept.html;local
CVE-2014-4960;Joomla Youtube Gallery 4.1.7 SQL Injection;https://packetstormsecurity.com/files/127497/Joomla-Youtube-Gallery-4.1.7-SQL-Injection.html;remote
CVE-2014-4968;Boat Browser 8.0 8.0.1 Remote Code Execution;https://packetstormsecurity.com/files/127498/Boat-Browser-8.0-8.0.1-Remote-Code-Execution.html;remote
CVE-2014-4971;Microsoft XP SP3 BthPan.sys Arbitrary Write Privilege Escalation;https://packetstormsecurity.com/files/127535/Microsoft-XP-SP3-BthPan.sys-Arbitrary-Write-Privilege-Escalation.html;unknown
CVE-2014-4971;Microsoft XP SP3 MQAC.sys Arbitrary Write Privilege Escalation;https://packetstormsecurity.com/files/127536/Microsoft-XP-SP3-MQAC.sys-Arbitrary-Write-Privilege-Escalation.html;unknown
CVE-2014-4980;Tenable Nessus 5.2.7 Parameter Tampering Authentication Bypass;https://packetstormsecurity.com/files/127532/Tenable-Nessus-5.2.7-Parameter-Tampering-Authentication-Bypass.html;unknown
CVE-2014-4984;Crescendo Sales CRM SQL Injection;https://packetstormsecurity.com/files/127769/Crescendo-Sales-CRM-SQL-Injection.html;remote
CVE-2014-5005;ManageEngine Desktop Central Remote Shell Upload;https://packetstormsecurity.com/files/128108/ManageEngine-Desktop-Central-Remote-Shell-Upload.html;remote
CVE-2014-5006;ManageEngine Desktop Central Remote Shell Upload;https://packetstormsecurity.com/files/128108/ManageEngine-Desktop-Central-Remote-Shell-Upload.html;remote
CVE-2014-5007;ManageEngine Desktop Central Remote Shell Upload;https://packetstormsecurity.com/files/128108/ManageEngine-Desktop-Central-Remote-Shell-Upload.html;remote
CVE-2014-5081;Sphider Search Engine Command Execution SQL Injection;https://packetstormsecurity.com/files/127720/Sphider-Search-Engine-Command-Execution-SQL-Injection.html;remote
CVE-2014-5082;Sphider Search Engine Command Execution SQL Injection;https://packetstormsecurity.com/files/127720/Sphider-Search-Engine-Command-Execution-SQL-Injection.html;remote
CVE-2014-5083;Sphider Search Engine Command Execution SQL Injection;https://packetstormsecurity.com/files/127720/Sphider-Search-Engine-Command-Execution-SQL-Injection.html;remote
CVE-2014-5084;Sphider Search Engine Command Execution SQL Injection;https://packetstormsecurity.com/files/127720/Sphider-Search-Engine-Command-Execution-SQL-Injection.html;remote
CVE-2014-5085;Sphider Search Engine Command Execution SQL Injection;https://packetstormsecurity.com/files/127720/Sphider-Search-Engine-Command-Execution-SQL-Injection.html;remote
CVE-2014-5086;Sphider Search Engine Command Execution SQL Injection;https://packetstormsecurity.com/files/127720/Sphider-Search-Engine-Command-Execution-SQL-Injection.html;remote
CVE-2014-5087;Sphider Search Engine Command Execution SQL Injection;https://packetstormsecurity.com/files/127720/Sphider-Search-Engine-Command-Execution-SQL-Injection.html;remote
CVE-2014-5088;Status2k XSS SQL Injection Command Execution;https://packetstormsecurity.com/files/127719/Status2k-XSS-SQL-Injection-Command-Execution.html;remote
CVE-2014-5089;Status2k XSS SQL Injection Command Execution;https://packetstormsecurity.com/files/127719/Status2k-XSS-SQL-Injection-Command-Execution.html;remote
CVE-2014-5090;Status2k XSS SQL Injection Command Execution;https://packetstormsecurity.com/files/127719/Status2k-XSS-SQL-Injection-Command-Execution.html;remote
CVE-2014-5091;Status2k XSS SQL Injection Command Execution;https://packetstormsecurity.com/files/127719/Status2k-XSS-SQL-Injection-Command-Execution.html;remote
CVE-2014-5092;Status2k XSS SQL Injection Command Execution;https://packetstormsecurity.com/files/127719/Status2k-XSS-SQL-Injection-Command-Execution.html;remote
CVE-2014-5093;Status2k XSS SQL Injection Command Execution;https://packetstormsecurity.com/files/127719/Status2k-XSS-SQL-Injection-Command-Execution.html;remote
CVE-2014-5094;Status2k XSS SQL Injection Command Execution;https://packetstormsecurity.com/files/127719/Status2k-XSS-SQL-Injection-Command-Execution.html;remote
CVE-2014-5097;ArticleFR 3.0.4 SQL Injection;https://packetstormsecurity.com/files/127943/ArticleFR-3.0.4-SQL-Injection.html;remote
CVE-2014-5098;Jamroom 5.2.6 Cross Site Scripting;https://packetstormsecurity.com/files/127854/Jamroom-5.2.6-Cross-Site-Scripting.html;unknown
CVE-2014-5119;glibc __gconv_translit_find Privilege Escalation;https://packetstormsecurity.com/files/128002/glibc-__gconv_translit_find-Privilege-Escalation.html;local
CVE-2014-5140;Loaded Commerce 7 Shopping Cart SQL Injection;https://packetstormsecurity.com/files/128183/Loaded-Commerce-7-Shopping-Cart-SQL-Injection.html;remote
CVE-2014-5194;Sphider Search Engine 1.3.6 Remote Code Execution;https://packetstormsecurity.com/files/159715/Sphider-Search-Engine-1.3.6-Remote-Code-Execution.html;remote
CVE-2014-5207;Linux Kernel 3.16.1 FUSE Privilege Escalation;https://packetstormsecurity.com/files/128595/Linux-Kernel-3.16.1-FUSE-Privilege-Escalation.html;local
CVE-2014-5212;NetIQ eDirectory NDS iMonitor 8.8 SP8 8.8 SP7 XSS Memory Disclosure;https://packetstormsecurity.com/files/129670/NetIQ-eDirectory-NDS-iMonitor-8.8-SP8-8.8-SP7-XSS-Memory-Disclosure.html;unknown
CVE-2014-5213;NetIQ eDirectory NDS iMonitor 8.8 SP8 8.8 SP7 XSS Memory Disclosure;https://packetstormsecurity.com/files/129670/NetIQ-eDirectory-NDS-iMonitor-8.8-SP8-8.8-SP7-XSS-Memory-Disclosure.html;unknown
